/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_0/Subject_000/Sequence_000/frame_000.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_1/Subject_000/Sequence_000/frame_000.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_2/Subject_000/Sequence_000/frame_000.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_3/Subject_000/Sequence_000/frame_000.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_4/Subject_000/Sequence_000/frame_000.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_5/Subject_000/Sequence_000/frame_000.png
/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_0/Subject_000/Sequence_000/frame_001.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_1/Subject_000/Sequence_000/frame_001.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_2/Subject_000/Sequence_000/frame_001.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_3/Subject_000/Sequence_000/frame_001.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_4/Subject_000/Sequence_000/frame_001.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_5/Subject_000/Sequence_000/frame_001.png
/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_0/Subject_000/Sequence_000/frame_002.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_1/Subject_000/Sequence_000/frame_002.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_2/Subject_000/Sequence_000/frame_002.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_3/Subject_000/Sequence_000/frame_002.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_4/Subject_000/Sequence_000/frame_002.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_5/Subject_000/Sequence_000/frame_002.png
/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_0/Subject_000/Sequence_000/frame_003.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_1/Subject_000/Sequence_000/frame_003.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_2/Subject_000/Sequence_000/frame_003.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_3/Subject_000/Sequence_000/frame_003.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_4/Subject_000/Sequence_000/frame_003.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_5/Subject_000/Sequence_000/frame_003.png
/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_0/Subject_000/Sequence_000/frame_004.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_1/Subject_000/Sequence_000/frame_004.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_2/Subject_000/Sequence_000/frame_004.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_3/Subject_000/Sequence_000/frame_004.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_4/Subject_000/Sequence_000/frame_004.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_5/Subject_000/Sequence_000/frame_004.png
/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_0/Subject_000/Sequence_000/frame_005.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_1/Subject_000/Sequence_000/frame_005.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_2/Subject_000/Sequence_000/frame_005.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_3/Subject_000/Sequence_000/frame_005.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_4/Subject_000/Sequence_000/frame_005.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_5/Subject_000/Sequence_000/frame_005.png
/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_0/Subject_000/Sequence_000/frame_006.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_1/Subject_000/Sequence_000/frame_006.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_2/Subject_000/Sequence_000/frame_006.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_3/Subject_000/Sequence_000/frame_006.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_4/Subject_000/Sequence_000/frame_006.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_5/Subject_000/Sequence_000/frame_006.png
/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_0/Subject_000/Sequence_000/frame_007.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_1/Subject_000/Sequence_000/frame_007.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_2/Subject_000/Sequence_000/frame_007.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_3/Subject_000/Sequence_000/frame_007.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_4/Subject_000/Sequence_000/frame_007.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_5/Subject_000/Sequence_000/frame_007.png
/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_0/Subject_000/Sequence_000/frame_008.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_1/Subject_000/Sequence_000/frame_008.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_2/Subject_000/Sequence_000/frame_008.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_3/Subject_000/Sequence_000/frame_008.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_4/Subject_000/Sequence_000/frame_008.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_5/Subject_000/Sequence_000/frame_008.png
/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_0/Subject_000/Sequence_000/frame_009.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_1/Subject_000/Sequence_000/frame_009.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_2/Subject_000/Sequence_000/frame_009.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_3/Subject_000/Sequence_000/frame_009.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_4/Subject_000/Sequence_000/frame_009.png,/home/maouayeb/analyse-ME-DL/RADS_SMIC/Region_5/Subject_000/Sequence_000/frame_009.png
